6.490858118181958751e-04,4.554462858917857071e-02,5.327727516492680032e-02,1.182486645498203280e-02,1.943940968830968896e-01,-5.675352121978059772e-02,1.272098777554142857e-01,1.303652267684662913e-01,-1.779357817972524181e-01,-1.078999780448200302e-01,-1.316870388475854803e-01,-7.046904756529126512e-02,-3.389975106136715668e-03,2.624168833576030480e-01,1.270927313736639752e-01,2.409352567810889301e-02,-1.279479698370763474e-01,-2.119449116090181898e-02,1.942856408976183502e-01,9.895501093981173835e-02,-2.703425124593003548e-01,-2.518034112153502146e-01,2.877685707628113154e-01,-2.503291009786938748e-01,-4.696118867303022276e-02,1.260498289719138021e-01,9.278633689398632645e-02,3.206785633701084159e-02,1.572011581760095070e-03,-5.257614342594677664e-02
-7.797968258075456405e-02,-1.045775829491389225e-01,-5.112877088785107785e-03,1.816951831918870719e-01,2.088997795140875580e-01,-1.911985679704841234e-01,-8.043753768661379699e-02,1.232419333208338574e-01,8.026552936636252578e-02,7.198508265534057926e-02,8.947928260154383584e-02,-4.837932092299347675e-02,-8.010787401691912488e-03,-6.060169937653292482e-02,7.380583096331135018e-02,1.780765444471293091e-01,6.663651063697724475e-02,-1.881607577841014345e-01,3.788431037111395644e-03,1.881247584339780787e-01,-1.640741547401987355e-01,1.281388426979241102e-01,2.232705735369246158e-01,5.857349791104318748e-02,-1.692717040166423145e-02,1.957387972668681309e-01,1.927523868965293763e-01,1.787782346726139726e-01,1.140663986079770292e-01,1.724136018609068177e-02
-1.147934611562230617e-01,-1.880998579904591683e-01,1.423864161285776919e-01,-3.753287239373384598e-02,-7.605414901926006721e-02,4.561916362193269361e-03,2.120174019150306288e-01,-3.387895300012415400e-02,-1.854624340072137667e-02,-2.817622349503892329e-02,3.573477551025935894e-02,3.611102363197035703e-02,-8.927336903640406551e-02,-1.336896363007053778e-01,1.857417233748797081e-01,1.882930265445172668e-01,-1.040363239672142809e-01,-2.938297548179739579e-02,1.315333373282875362e-01,-1.808411701291535306e-02,-2.461890639247575063e-01,-5.767135056770091028e-02,2.634066238907302182e-01,-2.286084138088999573e-01,6.201658019317968923e-02,1.508299285141346049e-02,-7.080037919519863165e-02,2.164066444241679876e-01,-1.255195814895721518e-01,-2.117283195163551790e-01
-1.443044796816876363e-01,6.256714022365601757e-02,-2.397612928976266058e-02,-1.616063355779637223e-02,1.833383450424604377e-01,1.359312077193053914e-01,-2.866315101571402166e-02,-1.052170730234930907e-01,-2.418732794581688050e-01,-2.883500743930854718e-02,4.918277003732457464e-02,-1.662921730060295811e-01,4.195953677975064466e-02,-2.191108034528100462e-02,-1.201498467919864949e-01,2.690123720438389668e-02,-2.332333748848986477e-01,-7.486329918721569207e-03,1.420740141450732574e-01,1.438665912905159883e-01,-2.044840629228308615e-01,-1.584139141000091844e-01,2.625268037397150422e-01,-3.076431748030654043e-02,8.487280816575037967e-02,2.111480081732284575e-01,-8.654879597190159868e-02,-1.890338884767898964e-02,1.553478111110411473e-02,9.821379162924157025e-02
1.032614150294726002e-01,-1.073407748050280858e-01,2.186595702032280431e-01,9.314227767262969748e-02,2.162335331254374160e-01,1.230378177065213352e-01,-1.380437490606589435e-01,-4.272506504461157095e-02,-1.874031557588126951e-01,-5.291134073002547872e-02,-1.833808798463617629e-03,-2.495548665780459585e-01,-2.926633410787509576e-02,6.124407193682036843e-02,2.196336055362126394e-01,-7.194305044683570183e-02,3.990097197107100868e-02,-2.485841226713568150e-02,1.428577571800930812e-01,-1.099330066282888374e-01,-2.536076313766784107e-01,-7.795417484686031906e-02,3.598275643253895373e-01,-1.792170081469584009e-01,-1.362861931889748079e-01,-5.059327414257978883e-02,4.505108761582292398e-02,-5.701147387663983712e-02,-1.917673472211993413e-01,1.624926286351612292e-01
-5.540666805935504091e-02,4.235169758007949203e-02,1.610448359738450297e-01,1.474291753116404868e-01,1.798222149448890916e-01,-8.092606867950868921e-02,-8.313661050569519373e-02,-9.816890980984521731e-02,6.667400071837675801e-02,-1.603897802047722920e-01,1.794365466272437315e-01,1.048843881039006332e-01,-1.245975360889284289e-01,-3.745566996788692038e-02,7.202309086626049184e-02,-7.248235122654837770e-02,-1.193257157242318817e-01,1.082995547739014630e-01,-4.877501090636443895e-03,-5.413518724484359113e-02,8.516453441578430983e-02,5.402663306426268297e-02,7.708015953234415019e-02,2.872474877755588560e-02,1.189358354743110524e-01,-1.171554531531403404e-01,-4.657432623910245928e-02,2.764368761642467809e-01,-7.039943659581317237e-02,2.384743681028521078e-01
-5.275743088427636840e-02,1.996314267303386791e-02,3.156446530185732374e-02,-7.346649920087362437e-03,3.145130385018888308e-01,2.028883598908542973e-03,-2.438724699788223996e-02,2.492917084341103318e-01,-9.821972025108349769e-02,-1.381772836432468288e-01,9.081100194215577367e-04,-1.640659494478816927e-01,-8.685668092373788340e-02,3.335670216091496387e-02,-5.224068495570559356e-02,2.279396511206298673e-02,5.527489958896943112e-02,-6.413629810978785373e-02,-1.469876680604165764e-01,6.648282591240201045e-02,-5.939628386587789133e-02,6.272672750461866231e-02,1.162450197082164627e-01,-9.053432375359092565e-02,1.854918963416419542e-01,-1.807973579187943311e-02,-1.016706580684594019e-01,1.139818733178500493e-01,-1.249817156496714626e-01,1.240879825086939892e-01
-1.083187357219066033e-01,-2.124622152768576855e-01,4.528037451176066680e-02,-1.552179690479137293e-03,3.176519596797426903e-01,1.252330882513801730e-02,3.201194959980997734e-02,-7.311112077234233064e-02,8.423093513808416199e-02,-1.999115686441865769e-01,-1.035450774293313753e-02,-9.740701277986602014e-02,1.945051295866380425e-01,-1.890173207339854861e-02,-1.193124031785994799e-01,1.048127074963667305e-02,-2.843397646067902795e-01,1.412901346401613523e-01,-2.063961622623078918e-01,5.514198210743204154e-02,-1.410156969579333917e-02,-8.518319960217043962e-02,-5.340792949407124207e-02,1.367106537908101549e-01,1.277680043203287819e-01,-1.339696035913088557e-01,-8.935650836633929339e-02,-5.230825016265086558e-02,-4.038753088405574315e-02,-9.294199828470788016e-03
3.358869885304900660e-02,1.658848899257404919e-01,-1.395434823838995475e-01,5.936442859596351151e-02,1.741251246433472843e-01,1.113605858100506774e-01,9.590206021137502590e-02,-7.845127847454749781e-02,8.472333197524961612e-02,-2.902663089124843387e-01,2.739609434541653288e-01,1.326389848079762290e-01,-7.697372351429435100e-02,2.739040134788892772e-02,-9.321504476656039540e-02,6.462131735477434635e-02,-3.349710300964311993e-02,1.746502044213997518e-01,3.092853685075323822e-02,-7.065262752911058430e-02,1.689717919193381157e-01,8.266084870847778543e-02,-6.970074064862111229e-02,2.207103699005967812e-01,-1.858224326593134164e-03,-1.717441077153925300e-01,-5.597294023656468331e-02,7.733216166317292972e-02,-4.909755088614243396e-02,3.717485575710238049e-02
-1.769012655383103150e-01,1.699924563680454137e-01,8.893662301504230705e-02,-1.422988402041936162e-01,-6.857916424629329454e-03,-1.378494036399635081e-01,2.152714853675785356e-01,-9.286544505021682161e-02,-6.602514004174980800e-02,-8.097834237717087269e-02,2.506142256225418752e-01,2.029728097227479211e-01,1.260524611164199650e-02,-6.672546132299270183e-02,-1.568816267637629103e-01,-2.511563371100034581e-01,-1.379432960568541255e-01,-3.701467075648342403e-02,-5.136089440141975576e-02,-1.511448328766372695e-01,1.367693134898060603e-01,8.372278090101586967e-02,-4.773145458767865529e-02,3.034342690065902626e-01,3.633175197489991320e-02,7.778136465910575476e-03,1.575759521526390594e-01,2.081866298528314008e-01,1.320990258128329209e-01,-2.046053875675369893e-01
